ID,Incident Date,Incident Date Text,State,City Or County,Address,,Killed,,,Injured,,longitude,latitude,victim,radius,popup
120,7/30/2016,30-Jul,Missouri,Saint Louis,5000 block of Kensington Avenue,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-90.2634,38.653893,5,6.309430814,"07-30, 5000 block of Kensington Avenue, Saint Louis, Missouri, Number killed: 0, Number injured: 5"
121,7/30/2016,30-Jul,Georgia,Townsend (Eulonia),14699 Highway 17,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-81.430816,31.525599,5,6.309430814,"07-30, 14699 Highway 17, Townsend (Eulonia), Georgia, Number killed: 0, Number injured: 5"
124,7/28/2016,28-Jul,New York,Elmira,303 College Avenue,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-76.81037,42.08979,5,6.309430814,"07-28, 303 College Avenue, Elmira, New York, Number killed: 0, Number injured: 5"
132,7/23/2016,23-Jul,Texas,Bastrop,202 Childers Drive,Number killed:,4,Number killed: 4,Number injured:,1,Number injured: 1,-97.32927,30.103394,5,6.309430814,"07-23, 202 Childers Drive, Bastrop, Texas, Number killed: 4, Number injured: 1"
133,7/22/2016,22-Jul,Illinois,Kankakee,300 block of North Wildwood Avenue,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-87.853584,41.12194,5,6.309430814,"07-22, 300 block of North Wildwood Avenue, Kankakee, Illinois, Number killed: 0, Number injured: 5"
134,7/21/2016,21-Jul,Illinois,Chicago,4400 block of South Leamington,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-87.75186,41.81282,5,6.309430814,"07-21, 4400 block of South Leamington, Chicago, Illinois, Number killed: 0, Number injured: 5"
140,7/16/2016,16-Jul,Texas,Dallas,6300 block of Benavides Drive,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-96.71395,32.715446,5,6.309430814,"07-16, 6300 block of Benavides Drive, Dallas, Texas, Number killed: 0, Number injured: 5"
141,7/16/2016,16-Jul,Ohio,Cleveland,5000 block of Euclid Avenue,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-81.65378,41.50411,5,6.309430814,"07-16, 5000 block of Euclid Avenue, Cleveland, Ohio, Number killed: 0, Number injured: 5"
149,7/13/2016,13-Jul,Georgia,Warner Robins,105 Magnolia Avenue,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-83.615616,32.643673,5,6.309430814,"07-13, 105 Magnolia Avenue, Warner Robins, Georgia, Number killed: 0, Number injured: 5"
151,7/11/2016,11-Jul,Maryland,Baltimore,1800 block of W. North Avenue,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-76.64656,39.309895,5,6.309430814,"07-11, 1800 block of W. North Avenue, Baltimore, Maryland, Number killed: 0, Number injured: 5"
153,7/11/2016,11-Jul,Michigan,Saint Joseph,811 Port Street,Number killed:,3,Number killed: 3,Number injured:,2,Number injured: 2,-86.47874,42.11027,5,6.309430814,"07-11, 811 Port Street, Saint Joseph, Michigan, Number killed: 3, Number injured: 2"
155,7/7/2016,7-Jul,Tennessee,Bristol,536 Volunteer Parkway,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-82.186173,36.587389,5,6.309430814,"07-07, 536 Volunteer Parkway, Bristol, Tennessee, Number killed: 1, Number injured: 4"
163,7/4/2016,4-Jul,Texas,Houston,1300 block of Robin,Number killed:,3,Number killed: 3,Number injured:,2,Number injured: 2,-95.380516,29.756422,5,6.309430814,"07-04, 1300 block of Robin, Houston, Texas, Number killed: 3, Number injured: 2"
165,7/3/2016,3-Jul,Louisiana,Monroe,401 Lea Joyner Memorial Expy,Number killed:,2,Number killed: 2,Number injured:,3,Number injured: 3,-92.10886,32.50129,5,6.309430814,"07-03, 401 Lea Joyner Memorial Expy, Monroe, Louisiana, Number killed: 2, Number injured: 3"
167,6/30/2016,30-Jun,Illinois,Chicago,9500 block of South Loomis Street,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-87.6577,41.721016,5,6.309430814,"06-30, 9500 block of South Loomis Street, Chicago, Illinois, Number killed: 1, Number injured: 4"
168,6/29/2016,29-Jun,Nevada,Las Vegas,6100 block of West Lake Mead Boulevard,Number killed:,5,Number killed: 5,Number injured:,0,Number injured: 0,-115.22409,36.19574,5,6.309430814,"06-29, 6100 block of West Lake Mead Boulevard, Las Vegas, Nevada, Number killed: 5, Number injured: 0"
172,6/26/2016,26-Jun,Georgia,Atlanta,1500 block of Moreland Avenue SE,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-84.3495,33.711544,5,6.309430814,"06-26, 1500 block of Moreland Avenue SE, Atlanta, Georgia, Number killed: 1, Number injured: 4"
176,6/26/2016,26-Jun,North Carolina,Charlotte,2240 Camp Greene St.,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-80.88445,35.22526,5,6.309430814,"06-26, 2240 Camp Greene St., Charlotte, North Carolina, Number killed: 0, Number injured: 5"
181,6/24/2016,24-Jun,Connecticut,Hartford,Brook and Winter Street,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-72.68309,41.7792,5,6.309430814,"06-24, Brook and Winter Street, Hartford, Connecticut, Number killed: 0, Number injured: 5"
182,6/24/2016,24-Jun,Maryland,District Heights,3100 block of Orleans Ave,Number killed:,3,Number killed: 3,Number injured:,2,Number injured: 2,-76.87664,38.846416,5,6.309430814,"06-24, 3100 block of Orleans Ave, District Heights, Maryland, Number killed: 3, Number injured: 2"
184,6/22/2016,22-Jun,Georgia,Dekalb (county),Lancashire Drive and Central Drive,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-84.188253,33.811751,5,6.309430814,"06-22, Lancashire Drive and Central Drive, Dekalb (county), Georgia, Number killed: 1, Number injured: 4"
195,6/13/2016,13-Jun,New York,Brooklyn,Avenue D and E. 57th,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-73.922615,40.642735,5,6.309430814,"06-13, Avenue D and E. 57th, Brooklyn, New York, Number killed: 0, Number injured: 5"
196,6/13/2016,13-Jun,Illinois,Chicago,3200 block of West Congress,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-87.706154,41.874905,5,6.309430814,"06-13, 3200 block of West Congress, Chicago, Illinois, Number killed: 0, Number injured: 5"
200,6/11/2016,11-Jun,California,Panorama City,8500 block of Cedros Avenue,Number killed:,3,Number killed: 3,Number injured:,2,Number injured: 2,-118.453545,34.22501,5,6.309430814,"06-11, 8500 block of Cedros Avenue, Panorama City, California, Number killed: 3, Number injured: 2"
201,6/11/2016,11-Jun,New Mexico,Roswell,2300 block of Davis Ave,Number killed:,5,Number killed: 5,Number injured:,0,Number injured: 0,-104.51817,33.419727,5,6.309430814,"06-11, 2300 block of Davis Ave, Roswell, New Mexico, Number killed: 5, Number injured: 0"
214,5/30/2016,30-May,Maryland,Baltimore,500 block of East 43rd Street,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-76.60941,39.341057,5,6.309430814,"05-30, 500 block of East 43rd Street, Baltimore, Maryland, Number killed: 0, Number injured: 5"
215,5/30/2016,30-May,California,Sacramento,3900 44th,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-121.462131,38.513179,5,6.309430814,"05-30, 3900 44th, Sacramento, California, Number killed: 0, Number injured: 5"
220,5/23/2016,23-May,New Jersey,Newark,102 Isabella Avenue,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-74.2212,40.741455,5,6.309430814,"05-23, 102 Isabella Avenue, Newark, New Jersey, Number killed: 0, Number injured: 5"
227,5/15/2016,15-May,Georgia,Moultrie,Rossman Dairy Road,Number killed:,5,Number killed: 5,Number injured:,0,Number injured: 0,-83.851855,31.212508,5,6.309430814,"05-15, Rossman Dairy Road, Moultrie, Georgia, Number killed: 5, Number injured: 0"
229,5/14/2016,14-May,Georgia,Atlanta,Cordova and Peoples Street,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-84.425129,33.727924,5,6.309430814,"05-14, Cordova and Peoples Street, Atlanta, Georgia, Number killed: 0, Number injured: 5"
231,5/11/2016,11-May,Alabama,Birmingham,1400 block of 21st Street N,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-86.814186,33.532578,5,6.309430814,"05-11, 1400 block of 21st Street N, Birmingham, Alabama, Number killed: 1, Number injured: 4"
232,5/11/2016,11-May,Illinois,Chicago,7100 block of South State Street,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-87.624886,41.764248,5,6.309430814,"05-11, 7100 block of South State Street, Chicago, Illinois, Number killed: 0, Number injured: 5"
234,5/6/2016,6-May,Michigan,Detroit,12300 block of Gratiot,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-82.99016,42.41611,5,6.309430814,"05-06, 12300 block of Gratiot, Detroit, Michigan, Number killed: 1, Number injured: 4"
240,5/1/2016,1-May,Tennessee,Murfreesboro,1955 Old Castle Drive,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-86.35024,35.82168,5,6.309430814,"05-01, 1955 Old Castle Drive, Murfreesboro, Tennessee, Number killed: 0, Number injured: 5"
242,4/29/2016,29-Apr,California,Oakland,3200 block of San Pablo Avenue,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-122.27732,37.8228,5,6.309430814,"04-29, 3200 block of San Pablo Avenue, Oakland, California, Number killed: 0, Number injured: 5"
245,4/26/2016,26-Apr,Maryland,District Heights (Forestville),6500 block of Hil-Mar Drive,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-76.895,38.842924,5,6.309430814,"04-26, 6500 block of Hil-Mar Drive, District Heights (Forestville), Maryland, Number killed: 1, Number injured: 4"
247,4/25/2016,25-Apr,Florida,Miami,1506 Northwest 70th Street,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-80.22337,25.838503,5,6.309430814,"04-25, 1506 Northwest 70th Street, Miami, Florida, Number killed: 0, Number injured: 5"
248,4/24/2016,24-Apr,Virginia,Halifax,1055 L P Bailey Memorial Hwy,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-78.92188,36.777184,5,6.309430814,"04-24, 1055 L P Bailey Memorial Hwy, Halifax, Virginia, Number killed: 0, Number injured: 5"
249,4/24/2016,24-Apr,Illinois,Chicago (Englewood),2000 block of West 68th Place,Number killed:,2,Number killed: 2,Number injured:,3,Number injured: 3,-87.673875,41.769729,5,6.309430814,"04-24, 2000 block of West 68th Place, Chicago (Englewood), Illinois, Number killed: 2, Number injured: 3"
253,4/23/2016,23-Apr,Kansas,Topeka,3732 S.W. Topeka Boulevard,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-95.6867,38.999358,5,6.309430814,"04-23, 3732 S.W. Topeka Boulevard, Topeka, Kansas, Number killed: 1, Number injured: 4"
258,4/19/2016,19-Apr,Alabama,Blountsville,81551 Us Highway 278,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-86.46911,34.159878,5,6.309430814,"04-19, 81551 Us Highway 278, Blountsville, Alabama, Number killed: 1, Number injured: 4"
260,4/19/2016,19-Apr,Illinois,Chicago,1400 block of West 84th Street,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-87.59036,41.742325,5,6.309430814,"04-19, 1400 block of West 84th Street, Chicago, Illinois, Number killed: 1, Number injured: 4"
265,4/16/2016,16-Apr,Michigan,Detroit,9500 block of Oakland,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-83.0742,42.388268,5,6.309430814,"04-16, 9500 block of Oakland, Detroit, Michigan, Number killed: 1, Number injured: 4"
279,3/19/2016,19-Mar,Florida,Plantation,12050 NW 4th Court,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-80.308685,26.125305,5,6.309430814,"03-19, 12050 NW 4th Court, Plantation, Florida, Number killed: 1, Number injured: 4"
281,3/15/2016,15-Mar,Georgia,Atlanta,Donald Lee Hollowell Drive,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-84.459586,33.776945,5,6.309430814,"03-15, Donald Lee Hollowell Drive, Atlanta, Georgia, Number killed: 0, Number injured: 5"
286,3/11/2016,11-Mar,New Jersey,Trenton,Oliver Avenue,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-74.777058,40.238797,5,6.309430814,"03-11, Oliver Avenue, Trenton, New Jersey, Number killed: 0, Number injured: 5"
288,3/8/2016,8-Mar,Texas,San Antonio,Sherman Street,Number killed:,2,Number killed: 2,Number injured:,3,Number injured: 3,-97.968169,29.592143,5,6.309430814,"03-08, Sherman Street, San Antonio, Texas, Number killed: 2, Number injured: 3"
290,3/7/2016,7-Mar,Kansas,Kansas City,3000 block of South 36th Street,Number killed:,5,Number killed: 5,Number injured:,0,Number injured: 0,-94.66989,39.047466,5,6.309430814,"03-07, 3000 block of South 36th Street, Kansas City, Kansas, Number killed: 5, Number injured: 0"
296,2/28/2016,28-Feb,Michigan,Detroit,8800 block of Livernois,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-83.13839,42.359394,5,6.309430814,"02-28, 8800 block of Livernois, Detroit, Michigan, Number killed: 0, Number injured: 5"
299,2/26/2016,26-Feb,Washington,Belfair,300 block of Horseshoe Rd.,Number killed:,5,Number killed: 5,Number injured:,0,Number injured: 0,-122.93125,47.50016,5,6.309430814,"02-26, 300 block of Horseshoe Rd., Belfair, Washington, Number killed: 5, Number injured: 0"
301,2/23/2016,23-Feb,Arizona,Glendale,4812 West Sunnyside Ave,Number killed:,5,Number killed: 5,Number injured:,0,Number injured: 0,-112.16272,33.59214,5,6.309430814,"02-23, 4812 West Sunnyside Ave, Glendale, Arizona, Number killed: 5, Number injured: 0"
304,2/21/2016,21-Feb,Texas,Houston,5100 block of Idaho Street,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-95.34309,29.687395,5,6.309430814,"02-21, 5100 block of Idaho Street, Houston, Texas, Number killed: 0, Number injured: 5"
308,2/20/2016,20-Feb,Mississippi,Iuka,County Road 201,Number killed:,2,Number killed: 2,Number injured:,3,Number injured: 3,-88.138348,34.740676,5,6.309430814,"02-20, County Road 201, Iuka, Mississippi, Number killed: 2, Number injured: 3"
313,2/14/2016,14-Feb,Alabama,Eutaw (Union),Earnest Friday Road,Number killed:,0,Number killed: 0,Number injured:,5,Number injured: 5,-87.909434,32.989306,5,6.309430814,"02-14, Earnest Friday Road, Eutaw (Union), Alabama, Number killed: 0, Number injured: 5"
326,1/26/2016,26-Jan,Washington,Seattle,Airport Way S. and S. Atlantic St.,Number killed:,2,Number killed: 2,Number injured:,3,Number injured: 3,-122.32264,47.59031,5,6.309430814,"01-26, Airport Way S. and S. Atlantic St., Seattle, Washington, Number killed: 2, Number injured: 3"
327,1/25/2016,25-Jan,California,Perris,140 S. D Street,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-117.22825,33.785854,5,6.309430814,"01-25, 140 S. D Street, Perris, California, Number killed: 1, Number injured: 4"
330,1/11/2016,11-Jan,Delaware,Wilmington,900 block of Brown Street,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-75.56705,39.73533,5,6.309430814,"01-11, 900 block of Brown Street, Wilmington, Delaware, Number killed: 1, Number injured: 4"
332,1/8/2016,8-Jan,Illinois,Chicago,1500 block of South Kedzie,Number killed:,1,Number killed: 1,Number injured:,4,Number injured: 4,-87.705485,41.86114,5,6.309430814,"01-08, 1500 block of South Kedzie, Chicago, Illinois, Number killed: 1, Number injured: 4"
1,11/9/2016,9-Nov,Illinois,Chicago,3400 block of West Monroe,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.711046,41.879779,4,5.64332648,"11-09, 3400 block of West Monroe, Chicago, Illinois, Number killed: 0, Number injured: 4"
2,11/9/2016,9-Nov,Tennessee,Memphis,1800 Block of East Brooks Road,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-90.003714,35.061215,4,5.64332648,"11-09, 1800 Block of East Brooks Road, Memphis, Tennessee, Number killed: 0, Number injured: 4"
4,11/5/2016,5-Nov,Florida,Fort Lauderdale (Lauderhill),3135 West Broward Boulevard,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-80.186844,26.121243,4,5.64332648,"11-05, 3135 West Broward Boulevard, Fort Lauderdale (Lauderhill), Florida, Number killed: 1, Number injured: 3"
8,11/5/2016,5-Nov,Texas,San Antonio,10726 Perrin Beitel Road,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-98.41104,29.537655,4,5.64332648,"11-05, 10726 Perrin Beitel Road, San Antonio, Texas, Number killed: 0, Number injured: 4"
9,11/4/2016,4-Nov,Pennsylvania,Philadelphia,5451 Springfield Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-75.224815,39.940205,4,5.64332648,"11-04, 5451 Springfield Avenue, Philadelphia, Pennsylvania, Number killed: 0, Number injured: 4"
10,11/3/2016,3-Nov,Illinois,Chicago,8000 block of South Shore Drive,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-87.54802,41.750015,4,5.64332648,"11-03, 8000 block of South Shore Drive, Chicago, Illinois, Number killed: 2, Number injured: 2"
13,10/31/2016,31-Oct,Louisiana,Shreveport,700 Block of  Central Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-93.76975,32.446114,4,5.64332648,"10-31, 700 Block of  Central Street, Shreveport, Louisiana, Number killed: 0, Number injured: 4"
14,10/30/2016,30-Oct,Ohio,Toledo,742 Junction Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-83.57715,41.647778,4,5.64332648,"10-30, 742 Junction Avenue, Toledo, Ohio, Number killed: 0, Number injured: 4"
15,10/30/2016,30-Oct,New York,New York (Manhattan),135 Ridge Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-73.98286,40.719635,4,5.64332648,"10-30, 135 Ridge Street, New York (Manhattan), New York, Number killed: 0, Number injured: 4"
19,10/29/2016,29-Oct,Ohio,Dayton,2010 Cornell Ridge Drive,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-84.25224,39.777233,4,5.64332648,"10-29, 2010 Cornell Ridge Drive, Dayton, Ohio, Number killed: 1, Number injured: 3"
21,10/29/2016,29-Oct,California,Riverside,3500 block of Madison Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-117.405594,33.936718,4,5.64332648,"10-29, 3500 block of Madison Street, Riverside, California, Number killed: 0, Number injured: 4"
22,10/28/2016,28-Oct,Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-80.244896,25.932207,4,5.64332648,"10-28, Northwest 173rd Terrace and 27th Avenue, Miami Gardens, Florida, Number killed: 0, Number injured: 4"
24,10/27/2016,27-Oct,Georgia,Mcdonough (Mc Donough),600 block of Moccasin Gap Road,Number killed:,4,Number killed: 4,Number injured:,0,Number injured: 0,-83.990567,33.384229,4,5.64332648,"10-27, 600 block of Moccasin Gap Road, Mcdonough (Mc Donough), Georgia, Number killed: 4, Number injured: 0"
26,10/25/2016,25-Oct,Ohio,Dayton,3300 block of Riverside Drive,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-84.44307,39.118509,4,5.64332648,"10-25, 3300 block of Riverside Drive, Dayton, Ohio, Number killed: 1, Number injured: 3"
29,10/18/2016,18-Oct,California,San Francisco,325 La Grande Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-122.405495,37.790043,4,5.64332648,"10-18, 325 La Grande Avenue, San Francisco, California, Number killed: 0, Number injured: 4"
35,10/13/2016,13-Oct,Illinois,Chicago,2700 block of West Lexington,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.693683,41.872207,4,5.64332648,"10-13, 2700 block of West Lexington, Chicago, Illinois, Number killed: 0, Number injured: 4"
37,10/9/2016,9-Oct,California,Sacramento,1696 Arden Way,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-121.42704,38.599556,4,5.64332648,"10-09, 1696 Arden Way, Sacramento, California, Number killed: 1, Number injured: 3"
38,10/8/2016,8-Oct,New York,Brooklyn,7301 3rd Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-74.027245,40.632782,4,5.64332648,"10-08, 7301 3rd Avenue, Brooklyn, New York, Number killed: 0, Number injured: 4"
40,10/3/2016,3-Oct,Minnesota,Minneapolis,Fourth Street and Hennepin Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-93.27138,44.98067,4,5.64332648,"10-03, Fourth Street and Hennepin Avenue, Minneapolis, Minnesota, Number killed: 0, Number injured: 4"
42,10/1/2016,1-Oct,Illinois,Pembroke Township,17250E Road,Number killed:,4,Number killed: 4,Number injured:,0,Number injured: 0,-87.539067,41.086238,4,5.64332648,"10-01, 17250E Road, Pembroke Township, Illinois, Number killed: 4, Number injured: 0"
43,10/1/2016,1-Oct,California,Fresno,3200 block of East Clay Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-119.771163,36.757059,4,5.64332648,"10-01, 3200 block of East Clay Avenue, Fresno, California, Number killed: 0, Number injured: 4"
44,9/29/2016,29-Sep,California,San Francisco,Jones and Ellis Streets,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-122.41278,37.784866,4,5.64332648,"09-29, Jones and Ellis Streets, San Francisco, California, Number killed: 1, Number injured: 3"
45,9/26/2016,26-Sep,Texas,Humble,21219 Grand Linden Court,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-95.31214,30.021614,4,5.64332648,"09-26, 21219 Grand Linden Court, Humble, Texas, Number killed: 0, Number injured: 4"
47,9/26/2016,26-Sep,North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Drive,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-80.24508,36.11464,4,5.64332648,"09-26, 100 block of 5 Royales Drive, Winston Salem (Winston-salem), North Carolina, Number killed: 0, Number injured: 4"
48,9/25/2016,25-Sep,Illinois,Champaign,300 block of E. Green Street,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-88.235418,40.110555,4,5.64332648,"09-25, 300 block of E. Green Street, Champaign, Illinois, Number killed: 1, Number injured: 3"
